id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1282694,1,2016-03-18 17:27:26,2016-03-18 18:34:58,1,-73.99383544921875,40.751480102539055,-73.89820098876953,40.947952270507805,N,4052
id2671210,1,2016-06-11 06:20:07,2016-06-11 06:20:29,1,-73.59855651855469,40.8326416015625,-73.59854888916014,40.83262634277344,N,22
id0505750,2,2016-01-31 15:28:48,2016-01-31 16:17:22,3,-73.98714447021484,40.76071166992188,-73.82162475585938,41.05577850341797,N,2914
id3120653,2,2016-02-24 19:53:11,2016-02-24 20:33:06,1,-74.00231170654298,40.75057601928711,-74.26456451416014,40.73435974121094,N,2395
id1493150,2,2016-02-28 22:13:20,2016-02-28 23:31:55,2,-73.99072265625,40.74985122680664,-73.25847625732422,41.143020629882805,N,4715
id2015757,2,2016-05-17 11:08:18,2016-05-17 12:03:32,6,-73.78974914550781,40.64725875854492,-73.85269927978516,40.9298095703125,N,3314
id2320086,2,2016-02-08 12:53:47,2016-02-08 13:21:38,5,-73.78904724121092,40.64128875732422,-73.6404800415039,40.724388122558594,N,1671
id2717513,1,2016-04-19 13:55:25,2016-04-19 15:03:09,2,-73.77674102783203,40.64542770385742,-73.70391845703125,41.06898880004882,N,4064
id0719232,1,2016-05-23 15:58:15,2016-05-23 17:03:38,2,-73.77666473388672,40.64537048339844,-73.7764129638672,41.01268768310546,N,3923
id0816103,2,2016-02-29 23:41:26,2016-02-29 23:42:24,1,-74.4490737915039,40.83629989624024,-74.44905853271484,40.83631134033203,N,58
id1412293,2,2016-04-02 12:19:44,2016-04-02 13:09:37,1,-73.80657196044923,40.65293884277344,-73.6175308227539,41.0277214050293,N,2993
id1502367,1,2016-05-18 00:17:44,2016-05-18 00:45:07,1,-73.93889617919923,40.805118560791016,-73.76092529296875,40.93342590332031,N,1643
id1498328,1,2016-01-25 00:26:06,2016-01-25 01:06:43,4,-73.79032135009764,40.64370727539063,-73.62369537353516,40.78802490234375,N,2437
id1162751,1,2016-03-02 21:56:51,2016-03-02 21:59:18,1,-74.07528686523438,40.22580337524414,-74.0751724243164,40.22579956054688,N,147
id1112560,1,2016-05-30 03:30:54,2016-05-30 05:06:42,1,-73.78346252441406,40.646514892578125,-74.47962188720702,40.83629989624024,N,5748
id2385294,2,2016-01-09 02:47:07,2016-01-09 03:29:29,1,-74.008056640625,40.73786926269531,-74.2769775390625,40.55424118041992,N,2542
id1990794,1,2016-03-19 00:51:05,2016-03-19 00:51:50,1,-73.6834716796875,40.72957229614258,-73.6834716796875,40.72957611083984,N,45
id1064415,1,2016-04-02 02:43:32,2016-04-02 03:28:06,1,-73.97239685058595,40.75589370727539,-74.11088562011719,40.92954254150391,N,2674
id0980752,1,2016-03-03 22:06:06,2016-03-03 22:50:04,1,-73.9910659790039,40.749778747558594,-73.6565933227539,40.7842025756836,N,2638
id1799624,1,2016-04-15 07:16:24,2016-04-15 08:21:28,1,-73.9805908203125,40.7818717956543,-73.60081481933594,40.834415435791016,N,3904
id3606868,2,2016-02-18 22:23:45,2016-02-18 22:47:31,5,-73.79021453857422,40.646480560302734,-73.64026641845702,40.72444152832031,N,1426
id0380037,2,2016-04-09 17:55:08,2016-04-09 18:30:37,1,-73.86383819580078,40.76985931396485,-73.87715148925781,40.97073745727539,N,2129
id1889528,1,2016-03-18 15:53:58,2016-03-18 16:05:12,1,-74.1951446533203,43.48688507080078,-74.1951446533203,43.48688507080078,N,674
id0761101,2,2016-02-22 10:01:24,2016-02-22 10:32:06,1,-73.78339385986328,40.64662170410156,-73.45510101318358,40.78036117553711,N,1842
id3124935,1,2016-01-25 11:07:27,2016-01-25 11:44:05,1,-73.87453460693358,40.7740478515625,-73.69171142578125,40.81063079833984,N,2198
id0280522,1,2016-05-04 15:04:33,2016-05-04 15:05:07,1,-73.82495880126953,40.95479202270508,-73.8248748779297,40.95473861694336,N,34
id3025043,1,2016-05-13 20:21:37,2016-05-13 20:22:47,1,-73.96451568603516,40.92276382446289,-73.96407318115233,40.92266845703125,N,70
id2877482,1,2016-03-30 21:23:44,2016-03-30 21:58:06,2,-73.87199401855469,40.77426528930664,-73.70511627197266,41.04659271240234,N,2062
id0104234,2,2016-05-17 21:24:58,2016-05-17 22:20:59,1,-73.97250366210938,40.75382995605469,-73.77249908447266,41.0500602722168,N,3361
id1276625,2,2016-01-08 09:08:03,2016-01-08 09:39:01,1,-73.83319091796875,40.771381378173835,-73.83627319335938,41.06473159790039,N,1858
id1582130,1,2016-02-12 14:59:41,2016-02-12 15:46:21,1,-73.86290740966798,40.76885986328125,-73.6453628540039,40.79444122314453,N,2800
id0550812,2,2016-06-23 03:27:36,2016-06-23 03:53:06,6,-73.79006195068358,40.64669799804688,-73.58987426757811,40.74607849121094,N,1530
id2312733,2,2016-03-09 18:32:04,2016-03-09 19:33:03,1,-73.87098693847656,40.77382659912109,-74.0013198852539,41.048095703125,N,3659
id1704227,1,2016-06-17 22:01:59,2016-06-17 22:02:50,1,-73.78279876708984,40.95298767089844,-73.78279113769531,40.952983856201165,N,51
id1175013,2,2016-04-28 14:14:27,2016-04-28 14:48:10,1,-73.78768920898438,40.64165878295898,-73.66766357421875,40.74480819702149,N,2023
id3256372,2,2016-03-17 18:46:31,2016-03-17 19:40:20,1,-73.77830505371094,40.64676284790039,-73.7623519897461,41.02809143066406,N,3229
id2165712,2,2016-01-26 16:30:42,2016-01-26 17:58:12,1,-73.97213745117188,40.74995040893555,-73.4682388305664,40.664398193359375,N,5250
id3967393,1,2016-01-08 14:19:22,2016-01-08 14:45:47,1,-73.79010009765625,40.6465072631836,-73.66380310058595,40.65536880493164,N,1585
id3518172,2,2016-03-06 06:06:19,2016-03-06 06:33:23,1,-73.79325103759764,40.71055603027344,-73.63009643554686,40.7091064453125,N,1624
id0262067,2,2016-04-01 07:42:02,2016-04-01 08:37:48,5,-73.78121948242188,40.644886016845696,-73.47869873046875,40.77341842651367,N,3346
id2306955,1,2016-05-07 18:58:53,2016-05-07 19:12:05,1,-72.80966949462889,51.88108444213867,-73.98722839355469,40.7505989074707,N,792
id1367238,1,2016-06-20 11:20:13,2016-06-20 11:37:49,1,-73.77405548095702,41.157371520996094,-73.70561981201173,41.07108688354492,N,1056
id2295879,1,2016-02-25 23:04:51,2016-02-25 23:23:54,1,-73.78173828125,40.64459228515625,-73.61399078369139,40.669246673583984,N,1143
id1482323,2,2016-04-09 11:27:17,2016-04-09 11:43:10,1,-73.92344665527344,40.817630767822266,-73.86787414550781,40.91862487792969,N,953
id3271974,1,2016-01-27 09:24:36,2016-01-27 10:04:33,1,-73.7821273803711,40.644546508789055,-73.40513610839844,40.777923583984375,N,2397
id2172310,2,2016-06-08 17:25:27,2016-06-08 18:44:37,1,-73.87287139892578,40.77406692504882,-73.7254638671875,41.19739532470703,N,4750
id3818663,1,2016-04-21 08:21:09,2016-04-21 09:05:19,1,-73.87091064453125,40.773834228515625,-73.60223388671875,40.745723724365234,N,2650
id3759923,2,2016-03-11 14:51:43,2016-03-11 17:37:55,1,-73.79005432128906,40.64680099487305,-74.60243225097656,40.3388671875,N,9972
id2651642,1,2016-06-01 20:24:57,2016-06-01 20:25:42,1,-73.67197418212889,40.98923110961913,-73.67197418212889,40.98923110961913,N,45
id2769862,1,2016-02-06 15:43:15,2016-02-06 15:50:12,1,-77.89601898193358,37.77777099609375,-77.89601898193358,37.77777099609375,N,417
id0066771,2,2016-01-11 20:32:16,2016-01-11 20:54:31,2,-73.78328704833984,40.64860916137695,-73.68347930908203,40.72489929199219,N,1335
id1680152,2,2016-04-14 21:52:34,2016-04-14 22:52:34,2,-73.78169250488281,40.64480972290039,-73.52178955078125,40.74052047729492,N,3600
id1824900,1,2016-06-17 23:22:49,2016-06-17 23:55:29,1,-73.78176116943358,40.64471435546875,-73.5599365234375,40.775657653808594,N,1960
